credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,purpose_all_other,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
1,0.1284,242.05,10.81985828,13.17,702,10259.95833,19434,43.2,2,0,0,0,0,0,1,0,0,0,0
1,0.1496,207.87,11.20504069,18.43,662,5517.0,14417,82.9,0,0,0,0,1,0,0,0,0,0,0
1,0.1505,190.81,10.66904841,12.7,667,3719.958333,1953,57.4,2,1,0,0,1,0,0,0,0,0,0
1,0.0932,191.69,11.1124479,19.45,747,7409.958333,42518,68.9,2,0,0,0,0,1,0,0,0,0,0
1,0.0932,191.69,10.95080655,11.56,777,6810.0,14650,24.5,5,0,0,0,1,0,0,0,0,0,0
1,0.1505,260.19,12.36563722,15.01,672,7500.0,82153,88.1,0,0,0,0,1,0,0,0,0,0,0
1,0.1442,51.58,11.23537852,11.4,677,3510.0,457,18.0,0,0,0,0,1,0,0,0,0,0,0
1,0.1505,294.88,9.998797732,13.75,672,1740.0,11131,57.7,1,0,0,1,0,0,1,0,0,0,0
1,0.1126,312.21,11.1844214,3.73,747,2070.0,700,14.6,7,0,0,0,1,0,0,0,0,0,0
1,0.1347,244.25,11.39075783,12.83,687,3510.0,28767,74.9,1,0,0,0,0,0,1,0,0,0,0
1,0.1411,329.46,10.71441777,22.48,682,2309.958333,13575,73.8,0,0,0,1,0,0,1,0,0,0,0
1,0.1347,284.95,11.03488966,13.53,692,3990.0,9631,74.7,3,0,0,0,0,0,1,0,0,0,0
1,0.1379,511.14,10.96819829,11.07,707,3120.0,15166,94.8,2,0,0,0,0,1,0,0,0,0,0
1,0.1221,333.15,9.952277717,8.46,717,1829.958333,6711,53.3,1,0,0,0,1,0,0,0,0,0,0
1,0.1158,528.22,12.61153775,7.6,697,4214.0,41491,60.9,0,0,0,0,1,0,0,0,0,0,0
1,0.1379,238.53,10.20359214,21.91,697,3180.0,7494,94.9,0,0,0,0,0,0,1,0,0,0,0
1,0.1411,676.02,11.08214255,18.85,702,8250.0,11667,33.1,1,0,0,1,0,0,1,0,0,0,0
1,0.1347,169.62,11.28983191,3.67,697,5100.0,3048,33.9,0,1,0,0,1,0,0,0,0,0,0
1,0.1316,506.56,11.20504069,18.87,727,9450.0,49542,54.6,2,0,0,0,0,1,0,0,0,0,0
1,0.0932,319.47,10.47344963,19.88,762,2760.0,12255,24.2,0,0,0,0,0,0,1,0,0,0,0
1,0.1411,164.3,10.50232405,14.67,672,1394.0,8038,51.5,0,0,0,0,0,0,1,0,0,0,0
1,0.0932,255.58,11.81303006,5.18,752,5010.0,79821,37.1,0,0,0,0,1,0,0,0,0,0,0
1,0.1189,663.28,10.70548914,17.33,772,9119.958333,22828,21.4,1,0,0,0,1,0,0,0,0,0,0
1,0.1379,681.51,11.84220043,7.12,712,5100.0,7629,25.3,0,0,0,0,1,0,0,0,0,0,0
1,0.0768,124.77,10.54534144,13.45,802,4560.0,3199,7.4,0,0,0,0,0,0,1,0,0,0,0
1,0.1253,836.66,11.65268741,1.39,762,2160.0,30215,49.6,1,0,0,1,1,0,0,0,0,0,0
1,0.1379,170.38,10.43857643,5.69,692,5159.958333,445,89.0,2,0,0,0,0,0,1,0,0,0,0
1,0.08,313.37,11.00209984,0.36,792,2520.0,1858,12.7,0,0,0,0,1,0,0,0,0,0,0
1,0.1568,420.02,10.73630972,4.04,667,3389.958333,7805,41.9,0,0,0,0,0,0,1,0,0,0,0
1,0.0963,385.14,11.22524339,14.93,757,4109.958333,2300,11.3,0,0,0,0,1,0,0,0,0,0,0
1,0.1379,436.17,11.59910316,24.88,702,5280.0,39311,85.8,0,0,0,0,0,1,0,0,0,0,0
1,0.1095,170.12,11.30220443,10.34,692,8948.0,25972,89.6,1,0,0,0,1,0,0,0,0,0,0
1,0.1189,238.79,10.69203582,6.98,712,5040.0,9144,25.5,0,0,0,0,0,1,0,0,0,0,0
1,0.1189,198.99,11.15625052,7.23,722,2249.958333,4965,53.4,0,0,0,0,1,0,0,0,0,0,0
1,0.1284,336.18,11.7905572,2.0,712,9209.958333,3462,21.6,0,0,0,0,0,1,0,0,0,0,0
1,0.1568,210.01,10.858999,23.35,667,3870.0,7160,62.3,1,0,0,0,0,0,1,0,0,0,0
1,0.1316,432.26,11.03488966,3.74,707,2339.958333,6214,20.8,0,0,0,0,0,0,1,0,0,0,0
1,0.1253,560.56,10.71441777,22.45,712,4139.958333,11860,45.1,1,0,0,0,0,0,1,0,0,0,0
1,0.1632,141.26,11.48246626,20.89,667,5669.958333,34008,98.3,0,0,0,0,0,0,1,0,0,0,0
1,0.1474,414.45,10.93489109,3.87,677,1829.958333,7810,37.5,1,0,0,0,0,0,1,0,0,0,0
1,0.1537,684.73,10.84534856,11.72,687,5939.958333,43620,92.9,0,0,0,0,0,1,0,0,0,0,0
1,0.1474,442.08,11.22524339,14.96,692,3270.0,24769,90.1,2,1,0,0,0,1,0,0,0,0,0
1,0.08,222.49,11.08220409,13.25,757,6510.0,4409,12.4,3,0,0,0,0,0,1,0,0,0,0
1,0.1189,414.55,11.00209984,14.68,737,4230.0,12663,34.4,1,0,0,0,0,1,0,0,0,0,0
1,0.1537,139.39,10.23995979,23.83,672,1139.958333,4071,78.3,0,0,0,0,0,0,1,0,0,0,0
1,0.1635,706.59,11.51288546,20.93,677,4863.0,22739,59.5,0,0,0,0,0,0,1,0,0,0,0
1,0.1284,336.18,10.77895629,4.0,707,3181.0,7350,13.8,3,1,0,0,1,0,0,0,0,0,0
1,0.1474,690.74,11.26446411,15.51,687,8580.0,19367,49.9,2,0,0,0,0,0,1,0,0,0,0
1,0.1253,401.6,10.49127422,24.6,712,4109.958333,13376,33.9,2,0,0,0,1,0,0,0,0,0,0
1,0.0768,165.32,10.33946893,0.58,812,6959.958333,1674,8.8,1,0,0,0,0,0,1,0,0,0,0
1,0.1316,50.66,10.30895266,10.44,682,8220.0,10926,72.4,2,1,0,0,1,0,0,0,0,0,0
1,0.1442,192.55,10.38899537,6.09,672,2279.958333,3805,48.8,2,0,0,0,1,0,0,0,0,0,0
1,0.1221,333.15,11.22524339,11.02,712,5760.0,9484,83.9,0,0,0,0,0,1,0,0,0,0,0
1,0.1726,150.3,10.66895539,12.31,662,2669.958333,9753,95.9,1,0,0,0,0,0,1,0,0,0,0
1,0.1505,138.77,9.998797732,19.75,667,2341.958333,555,3.9,2,1,0,0,1,0,0,0,0,0,0
1,0.0932,263.57,10.5865844,24.45,757,8970.0,29576,41.1,2,0,0,0,0,1,0,0,0,0,0
1,0.1442,481.36,10.52268675,22.13,682,3329.958333,1840,26.7,1,0,0,0,0,0,1,0,0,0,0
1,0.1726,687.06,10.97934285,9.78,677,3482.0,20732,96.0,0,0,0,0,0,0,1,0,0,0,0
1,0.1221,266.52,11.1844214,9.87,782,4829.958333,54855,10.8,0,0,0,0,0,0,1,0,0,0,0
1,0.08,156.69,11.27720313,0.5,782,7622.0,33,0.2,2,0,0,0,1,0,0,0,0,0,0
1,0.0737,543.3,11.67419361,8.61,762,3570.0,3524,8.7,2,0,0,0,1,0,0,0,0,0,0
1,0.0932,255.58,10.81408209,14.99,762,3600.0,1575,21.9,0,0,0,0,1,0,0,0,0,0,0
1,0.1537,209.08,11.38531934,13.24,662,5489.958333,24214,68.0,0,0,0,0,0,0,1,0,0,0,0
1,0.0932,159.74,10.75363848,5.05,792,5430.0,1767,14.7,0,0,0,0,1,0,0,0,0,0,0
1,0.0788,375.37,11.60823564,16.27,762,4793.0,12311,24.9,2,0,0,0,0,0,1,0,0,0,0
1,0.1379,68.16,10.88025231,18.07,692,3329.958333,16306,95.9,0,0,0,0,0,1,0,0,0,0,0
1,0.0963,144.43,10.54534144,0.82,747,6870.0,752,27.9,1,0,0,1,1,0,0,0,0,0,0
1,0.1442,524.34,11.00209984,20.64,712,4529.958333,51790,96.1,1,0,0,1,0,0,1,0,0,0,0
1,0.1537,519.21,10.59653473,16.89,662,3809.958333,15586,83.3,0,0,0,0,0,0,1,0,0,0,0
1,0.16,140.63,9.775654181,1.7,677,1350.0,301,8.9,0,0,0,0,1,0,0,0,0,0,0
1,0.1189,596.96,11.1844214,22.3,747,3689.958333,23518,32.9,2,0,0,0,0,0,1,0,0,0,0
1,0.1537,174.24,10.54534144,0.32,702,3090.0,260,10.4,1,0,0,0,1,0,0,0,0,0,0
1,0.1505,867.29,11.69524702,3.26,712,3844.0,3173,6.2,1,1,0,0,1,0,0,0,0,0,0
1,0.1537,313.62,10.46310334,6.27,712,1199.958333,8534,29.3,2,0,0,0,1,0,0,0,0,0,0
1,0.1253,234.27,10.12647109,21.08,717,3299.958333,4702,61.9,1,0,0,0,0,0,1,0,0,0,0
1,0.16,457.05,10.67359577,11.08,672,2939.958333,2350,63.5,0,0,0,0,0,0,1,0,0,0,0
1,0.1474,138.15,10.16600565,14.72,672,3480.0,2229,58.7,3,0,0,0,0,0,1,0,0,0,0
1,0.16,351.58,11.38504664,11.85,662,2639.958333,12125,69.3,2,0,0,0,1,0,0,0,0,0,0
1,0.1663,354.7,10.16585182,4.62,687,1229.958333,5785,54.6,1,0,0,1,1,0,0,0,0,0,0
1,0.1442,51.58,11.00209984,12.04,667,3719.958333,2287,47.6,1,0,0,1,1,0,0,0,0,0,0
1,0.1316,216.13,11.28978191,17.16,697,4950.0,22630,53.9,1,0,0,0,0,1,0,0,0,0,0
1,0.1379,306.68,11.28978191,0.09,697,2853.0,3230,10.3,0,1,0,0,1,0,0,0,0,0,0
1,0.0963,449.32,11.73606902,7.81,747,7530.0,17649,58.1,0,0,0,0,0,0,1,0,0,0,0
1,0.0963,307.31,10.95073637,10.72,717,1440.0,8305,26.9,0,0,0,0,1,0,0,0,0,0,0
1,0.1411,684.58,11.60823564,13.18,702,5579.958333,25277,80.8,0,1,0,0,0,1,0,0,0,0,0
1,0.0768,86.56,9.823361508,4.55,762,4590.0,1223,6.6,1,0,0,0,0,0,1,0,0,0,0
1,0.1411,123.23,10.51867319,3.31,697,3659.958333,3437,90.4,1,1,0,0,0,0,1,0,0,0,0
1,0.1505,143.97,9.392661929,5.8,682,1260.0,1950,67.2,0,0,0,0,0,0,1,0,0,0,0
1,0.1316,67.55,10.1266311,9.55,687,5249.958333,635,42.3,0,0,0,1,0,0,1,0,0,0,0
1,0.1537,334.53,11.15625052,17.04,667,5580.958333,22875,86.0,0,0,0,0,0,0,1,0,0,0,0
1,0.0963,320.95,10.77895629,13.8,742,5249.958333,9660,60.4,2,0,0,0,0,1,0,0,0,0,0
1,0.0768,249.53,10.81977828,11.59,722,2130.0,9287,27.9,2,0,0,0,0,0,1,0,0,0,0
1,0.0932,255.58,10.69194491,15.16,762,9300.0,24142,49.4,0,0,0,0,0,0,1,0,0,0,0
1,0.08,313.37,11.3736634,4.9,797,5899.958333,33850,57.9,3,0,0,0,0,0,1,0,0,0,0
1,0.08,282.03,10.95080655,9.62,772,5969.958333,57033,29.8,0,0,0,0,1,0,0,0,0,0,0
1,0.1253,117.14,11.75978554,19.28,702,11309.95833,16146,54.4,3,0,0,1,1,0,0,0,0,0,0
1,0.1284,201.71,10.35774282,5.83,742,11069.95833,7699,69.4,1,0,0,1,1,0,0,0,0,0,0
1,0.1442,226.93,10.30895266,11.08,697,1199.958333,6593,55.9,2,0,0,0,0,0,1,0,0,0,0
1,0.1322,676.02,11.26446411,0.65,727,1698.958333,5142,27.2,0,0,0,1,0,0,1,0,0,0,0
1,0.1253,127.18,10.51856508,12.36,732,3749.958333,168,56.0,0,0,0,0,0,0,1,0,0,0,0
1,0.1284,215.16,10.1266311,15.07,702,2430.0,4072,23.8,0,0,0,0,0,0,1,0,0,0,0
1,0.1632,439.66,10.66886237,12.5,667,1470.0,7722,82.1,2,0,0,0,0,0,1,0,0,0,0
1,0.1253,133.87,11.31442574,20.91,702,4590.0,36462,81.0,1,0,0,0,0,0,1,0,0,0,0
1,0.0737,111.77,10.694079,12.38,772,2010.0,1060,8.6,2,0,0,0,1,0,0,0,0,0,0
1,0.08,188.02,10.57131693,6.65,752,2880.0,4487,11.1,0,0,0,0,0,0,1,0,0,0,0
1,0.1189,281.9,10.71441777,17.04,732,3719.958333,14439,32.2,1,0,0,0,0,0,1,0,0,0,0
1,0.1189,50.58,11.5002049,8.12,677,3359.958333,36192,84.6,0,0,0,1,1,0,0,0,0,0,0
1,0.1284,168.09,10.97002421,0.23,767,3630.0,11,0.1,0,0,0,1,1,0,0,0,0,0,0
1,0.1221,333.15,10.46310334,9.53,717,3540.0,9985,52.3,0,0,0,0,0,0,1,0,0,0,0
1,0.0963,481.42,10.77895629,12.57,712,8159.958333,10,0.1,0,0,0,0,1,0,0,0,0,0,0
1,0.1663,141.0,11.47210347,18.46,682,11490.0,39502,87.6,0,0,0,0,0,0,1,0,0,0,0
1,0.1284,504.27,10.91508846,14.99,712,6629.958333,9483,57.8,0,0,0,0,0,0,1,0,0,0,0
1,0.0963,304.9,10.91508846,9.16,747,7049.958333,28962,66.9,0,0,0,0,1,0,0,0,0,0,0
1,0.0768,124.77,10.49957302,0.93,742,1919.958333,1410,67.1,0,0,0,0,1,0,0,0,0,0,0
1,0.1442,110.03,10.57131693,3.82,687,1859.958333,6039,28.1,2,0,0,0,1,0,0,0,0,0,0
1,0.16,421.89,10.81985828,11.33,662,2730.0,11660,67.0,2,0,0,0,0,0,1,0,0,0,0
1,0.1189,497.46,11.77528973,7.31,747,3150.0,9642,30.0,0,0,0,0,1,0,0,0,0,0,0
1,0.08,31.34,10.1266311,9.26,742,1979.958333,3106,31.4,0,0,0,0,1,0,0,0,0,0,0
1,0.08,175.49,11.22524339,13.31,782,5490.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0
1,0.1221,399.78,11.00209984,17.32,727,3990.0,19817,61.4,2,0,0,0,0,0,1,0,0,0,0
1,0.1411,246.45,10.66886237,13.62,702,3449.958333,1621,40.5,1,0,0,0,1,0,0,0,0,0,0
1,0.1189,212.25,11.00209984,1.62,797,9120.958333,3391,6.2,2,0,0,0,1,0,0,0,0,0,0
1,0.08,188.02,11.28978191,7.75,757,3059.958333,12454,29.8,0,0,0,0,1,0,0,0,0,0,0
1,0.1474,345.37,11.73610102,9.34,677,5762.0,12403,39.8,2,1,0,0,0,0,1,0,0,0,0
1,0.0768,155.96,10.37349118,15.0,782,3485.0,695,8.2,0,0,0,0,1,0,0,0,0,0,0
1,0.1392,109.24,11.1844214,2.2,677,5550.0,2596,12.5,3,0,0,0,1,0,0,0,0,0,0
1,0.1284,252.14,10.46321762,21.36,707,3419.958333,10638,61.8,0,0,0,0,0,0,1,0,0,0,0
1,0.1474,41.45,9.814656339,2.56,687,1470.0,1716,71.5,0,0,0,0,1,0,0,0,0,0,0
1,0.1379,85.19,10.15812977,14.93,677,5430.0,1838,73.5,0,0,0,0,1,0,0,0,0,0,0
1,0.1316,287.05,10.37349118,3.9,697,2250.958333,9172,44.7,0,0,0,0,0,0,1,0,0,0,0
1,0.1316,202.63,11.15625052,23.91,692,2130.0,22713,43.1,1,0,0,0,0,0,1,0,0,0,0
1,0.0768,187.15,12.20609265,5.61,712,3840.0,7926,49.8,3,0,0,0,1,0,0,0,0,0,0
1,0.08,250.69,10.52002363,12.63,712,5219.958333,12269,19.3,2,0,0,0,1,0,0,0,0,0,0
1,0.1284,181.54,10.46310334,23.07,707,1499.958333,7828,23.9,2,0,0,0,0,0,1,0,0,0,0
1,0.1347,305.31,11.1844214,12.85,687,3510.0,8081,58.1,0,1,0,0,0,0,1,0,0,0,0
1,0.0932,255.58,11.08214255,1.94,782,4650.0,3845,25.6,0,0,0,0,0,0,1,0,0,0,0
1,0.1221,499.73,11.29725393,3.48,742,6780.0,11774,44.4,0,0,0,0,0,0,1,0,0,0,0
1,0.08,156.69,10.91501573,7.53,762,5219.958333,6576,25.2,0,0,0,0,0,0,1,0,0,0,0
1,0.1411,198.53,11.35040654,4.62,687,2010.0,6419,45.5,0,0,0,0,0,0,1,0,0,0,0
1,0.1284,605.13,10.31374118,12.74,727,3510.0,22099,84.7,0,0,0,0,0,0,1,0,0,0,0
1,0.0768,77.98,11.05089001,14.74,747,7079.958333,27222,42.9,1,0,0,0,1,0,0,0,0,0,0
1,0.0963,346.62,11.58058411,9.41,737,10170.0,4229,7.1,0,0,0,0,0,0,1,0,0,0,0
1,0.1221,506.39,10.858999,19.32,737,3991.0,32709,53.6,0,0,0,0,0,1,0,0,0,0,0
1,0.1221,263.19,10.81977828,7.25,737,4109.958333,2140,6.0,3,0,0,0,1,0,0,0,0,0,0
1,0.0963,192.57,11.17883639,9.49,777,3419.958333,257,3.6,0,0,0,0,1,0,0,0,0,0,0
1,0.1379,238.53,11.15625052,21.53,682,1890.958333,8299,58.9,0,0,0,0,1,0,0,0,0,0,0
1,0.0932,325.86,11.57119437,0.17,767,4409.958333,9943,10.9,0,0,0,0,0,0,1,0,0,0,0
1,0.08,313.37,10.34817337,7.62,772,3510.0,944,19.7,2,0,0,1,0,0,1,0,0,0,0
1,0.1537,139.39,9.996431298,1.91,662,2760.0,370,21.8,1,0,0,0,0,0,1,0,0,0,0
1,0.1189,464.3,10.37349118,17.81,737,5790.0,4577,16.2,2,0,0,0,0,0,1,0,0,0,0
1,0.16,215.34,11.1123882,16.25,667,4859.958333,5636,49.9,2,1,0,0,0,0,1,0,0,0,0
1,0.1316,202.63,10.7701888,20.02,687,3240.0,18634,70.6,1,0,0,0,0,0,1,0,0,0,0
1,0.1379,115.86,11.05089001,20.11,692,3990.0,18212,56.4,1,0,0,0,0,1,0,0,0,0,0
1,0.0963,115.54,11.31812639,0.58,762,1499.958333,849,1.9,0,0,0,0,1,0,0,0,0,0,0
1,0.1253,200.8,10.89673933,6.36,742,2790.0,1510,50.3,1,0,0,0,1,0,0,0,0,0,0
1,0.0737,111.77,10.6454249,6.57,772,4529.958333,2521,22.1,0,0,0,0,1,0,0,0,0,0,0
1,0.08,238.16,10.40426284,12.29,777,8310.0,1805,8.7,2,0,0,0,0,0,1,0,0,0,0
1,0.0963,481.42,11.22524339,24.5,787,6540.0,5544,11.3,0,0,0,0,0,0,1,0,0,0,0
1,0.1758,790.73,12.21602298,14.03,667,3540.0,31008,79.8,3,0,0,1,0,0,1,0,0,0,0
1,0.1189,397.97,11.46154796,1.92,742,6904.0,14989,25.0,1,0,0,0,0,0,1,0,0,0,0
1,0.1474,448.98,10.46310334,16.39,677,2790.0,21124,87.3,3,0,0,0,0,0,1,0,0,0,0
1,0.1568,367.52,11.00209984,14.42,677,5490.0,24151,61.1,3,0,0,0,1,0,0,0,0,0,0
1,0.1316,506.56,10.34174248,13.16,757,6450.0,4923,70.3,2,0,0,0,0,0,1,0,0,0,0
1,0.1411,513.44,11.05089001,22.67,702,3150.0,26803,92.7,0,0,0,0,0,0,1,0,0,0,0
1,0.0932,415.31,11.40756495,8.51,782,4230.0,9957,29.6,0,0,0,0,0,0,1,0,0,0,0
1,0.08,250.69,11.51288546,4.32,712,7109.958333,5262,28.4,0,1,0,0,1,0,0,0,0,0,0
1,0.0963,256.76,10.83958091,0.24,792,3389.958333,132,6.6,3,0,0,0,1,0,0,0,0,0,0
1,0.0932,76.68,10.90595598,4.69,737,5609.958333,2184,72.1,1,0,0,0,0,1,0,0,0,0,0
1,0.0963,102.71,10.63933496,19.58,717,8340.0,6479,38.1,1,0,0,0,0,1,0,0,0,0,0
1,0.1442,343.83,10.91508846,23.41,682,3419.958333,20344,86.0,0,0,0,0,0,0,1,0,0,0,0
1,0.1442,469.33,11.06563786,22.43,682,3510.0,34847,68.1,1,1,0,0,0,1,0,0,0,0,0
1,0.1379,163.57,11.25609586,16.93,677,4980.0,19146,33.9,3,0,0,0,0,1,0,0,0,0,0
1,0.1189,149.24,10.87221892,13.03,722,2729.958333,850,14.2,0,1,0,0,1,0,0,0,0,0,0
1,0.0963,449.32,11.22524339,1.94,812,3389.958333,45050,6.4,0,0,0,0,1,0,0,0,0,0,0
1,0.08,156.69,10.4341158,15.85,767,10170.0,5748,12.3,0,1,0,0,0,1,0,0,0,0,0
1,0.1189,165.82,10.11633831,6.69,717,8489.958333,9764,22.7,3,0,0,0,1,0,0,0,0,0,0
1,0.0932,95.85,10.87804719,11.34,782,5279.958333,722,3.2,0,0,0,0,0,0,1,0,0,0,0
1,0.1474,621.67,10.93310697,16.33,682,3270.0,18451,65.2,2,0,0,0,0,1,0,0,0,0,0
1,0.1221,346.48,11.32962743,13.81,722,3150.0,17610,76.9,0,0,0,0,0,1,0,0,0,0,0
1,0.1189,58.04,10.8620712,2.65,712,8819.958333,3002,5.1,3,1,0,0,0,1,0,0,0,0,0
1,0.0932,247.59,11.30220443,13.11,757,6090.0,18540,29.6,0,0,0,0,0,1,0,0,0,0,0
1,0.1347,165.38,10.53209621,21.09,692,3510.0,10800,54.3,1,0,0,0,0,0,1,0,0,0,0
1,0.1347,254.42,11.08214255,13.75,722,7140.0,40310,66.7,1,0,0,0,0,0,1,0,0,0,0
1,0.1347,409.62,11.63539085,10.02,707,4169.958333,20460,39.8,1,0,0,0,1,0,0,0,0,0,0
1,0.1726,521.56,12.10071213,12.12,677,6961.0,67579,61.0,0,1,0,0,0,0,1,0,0,0,0
1,0.1347,106.01,10.81977828,21.62,682,11429.95833,13427,30.0,0,0,0,0,0,0,1,0,0,0,0
1,0.1316,324.2,10.46310334,16.15,697,4204.0,14852,79.4,0,0,0,0,0,0,1,0,0,0,0
1,0.0963,481.42,10.6666271,10.49,777,6329.958333,4963,15.8,0,0,0,0,0,1,0,0,0,0,0
1,0.0932,223.63,10.30895266,11.8,737,2160.0,5842,30.9,1,0,0,0,0,0,1,0,0,0,0
1,0.1316,317.44,10.96812932,24.31,712,6359.958333,23802,59.2,1,0,0,1,0,0,1,0,0,0,0
1,0.1474,55.26,9.210340372,18.12,667,1710.0,5704,80.3,0,0,0,0,0,1,0,0,0,0,0
1,0.0963,224.66,10.77895629,10.35,757,5519.958333,2108,10.9,1,0,0,0,1,0,0,0,0,0,0
1,0.1284,67.24,9.61580548,15.28,707,1290.0,1545,18.6,1,0,0,0,1,0,0,0,0,0,0
1,0.1316,405.25,10.44278401,23.06,687,3719.958333,5244,27.5,1,1,0,0,0,0,1,0,0,0,0
1,0.0932,383.37,10.89673933,6.58,787,5340.0,5300,31.2,0,0,0,0,0,1,0,0,0,0,0
1,0.1347,678.46,10.6454249,19.89,722,4169.958333,20563,97.0,0,0,0,0,0,0,1,0,0,0,0
1,0.0932,95.85,10.71441777,17.04,737,4950.0,2009,14.3,0,0,0,0,1,0,0,0,0,0,0
1,0.0963,417.23,10.93310697,6.81,747,3719.958333,21456,27.7,1,0,0,0,0,1,0,0,0,0,0
1,0.1379,579.29,10.81977828,16.0,707,3210.0,17613,76.6,2,0,0,0,0,0,1,0,0,0,0
1,0.08,172.35,11.00874438,22.45,752,4234.0,14026,51.4,0,0,0,0,0,1,0,0,0,0,0
1,0.1411,616.12,10.91508846,14.49,692,2580.958333,19976,81.2,2,0,0,0,0,0,1,0,0,0,0
1,0.0963,96.29,10.30895266,0.68,717,2820.0,893,38.8,0,0,0,0,1,0,0,0,0,0,0
1,0.1379,170.38,10.79949394,0.73,687,8549.958333,2987,49.8,0,0,0,0,1,0,0,0,0,0,0
1,0.1189,198.99,11.3736634,19.38,727,5609.958333,42987,89.0,1,0,0,1,1,0,0,0,0,0,0
1,0.08,101.85,10.59663473,10.26,747,7560.0,18467,30.9,3,0,0,0,0,1,0,0,0,0,0
1,0.1537,348.47,11.23848862,12.55,667,1407.0,5466,42.4,2,0,0,0,1,0,0,0,0,0,0
1,0.1316,324.2,11.6351431,0.0,737,8429.958333,17533,95.8,0,0,0,0,1,0,0,0,0,0,0
1,0.0768,99.81,10.95960979,9.24,747,3120.0,3176,22.7,1,0,0,0,1,0,0,0,0,0,0
1,0.1158,792.33,11.39184199,22.69,752,4889.958333,27806,32.3,1,0,0,0,0,1,0,0,0,0,0
1,0.08,282.03,11.31208142,8.98,777,10019.95833,38216,50.4,0,0,0,0,1,0,0,0,0,0,0
1,0.1287,807.2,12.10342002,15.35,722,2940.0,89832,43.6,1,0,0,0,1,0,0,0,0,0,0
1,0.0932,185.3,10.6454249,9.97,712,5639.958333,2953,88.0,0,0,0,0,1,0,0,0,0,0,0
1,0.1253,359.77,10.12647109,14.74,697,1979.958333,15175,53.2,3,0,0,0,0,0,1,0,0,0,0
1,0.1379,136.31,9.903487553,24.72,682,2579.958333,7231,95.1,0,0,0,0,1,0,0,0,0,0,0
1,0.1221,99.95,10.30895266,9.88,702,5040.0,5431,86.2,2,0,0,1,0,0,1,0,0,0,0
1,0.1426,140.66,10.30895266,15.84,667,4709.958333,3825,83.2,3,0,0,0,0,0,1,0,0,0,0
1,0.0963,385.14,11.5228758,15.15,752,4350.0,19326,25.0,2,0,0,0,0,0,1,0,0,0,0
1,0.1411,684.58,12.15477935,21.4,682,5430.0,12531,30.1,2,0,0,0,0,0,1,0,0,0,0
1,0.0963,224.66,11.54334797,16.33,732,6218.0,28365,44.7,1,0,0,0,0,1,0,0,0,0,0
1,0.1218,319.68,10.71441777,3.84,752,1982.041667,0,0.0,5,0,0,0,0,0,1,0,0,0,0
1,0.0768,109.17,11.49272276,10.1,752,4414.0,78031,44.1,0,0,0,0,0,1,0,0,0,0,0
1,0.1158,825.34,11.1844214,5.88,752,3480.0,8898,29.1,1,0,0,1,1,0,0,0,0,0,0
1,0.1126,279.34,10.1266311,18.82,712,2850.0,10579,47.2,1,0,0,0,0,0,1,0,0,0,0
1,0.0963,96.29,10.858999,6.83,722,5040.0,2936,43.2,1,1,0,0,1,0,0,0,0,0,0
1,0.1284,268.95,11.08980542,17.11,702,5173.958333,7095,54.6,2,0,0,0,0,0,1,0,0,0,0
1,0.0932,95.85,10.37361617,2.92,732,6126.0,1836,27.0,1,0,0,0,1,0,0,0,0,0,0
1,0.1158,792.33,10.75798798,14.53,747,5370.0,17524,32.4,2,0,0,0,0,0,1,0,0,0,0
1,0.0963,192.57,11.22524339,18.67,732,5700.0,7849,40.5,1,0,0,0,0,1,0,0,0,0,0
1,0.1158,297.13,10.68510338,14.03,707,6090.0,7693,72.6,3,0,0,1,0,0,1,0,0,0,0
1,0.0963,96.29,11.22524339,6.18,722,3600.0,25055,78.1,1,0,0,0,0,1,0,0,0,0,0
1,0.0932,223.63,11.00209984,8.34,747,3960.0,3337,20.2,1,0,0,0,0,0,1,0,0,0,0
1,0.1347,237.46,10.858999,9.65,692,3678.0,17349,63.3,0,0,0,0,0,0,1,0,0,0,0
1,0.1537,871.16,11.16902571,17.69,697,5639.958333,25700,92.2,0,0,0,0,0,0,1,0,0,0,0
1,0.1316,337.71,11.81303006,9.98,682,5760.0,24810,71.3,3,1,0,0,0,0,1,0,0,0,0
1,0.1095,425.28,10.84099168,5.69,757,6810.0,13625,41.2,0,0,0,0,0,0,1,0,0,0,0
1,0.1126,32.87,10.96819829,15.41,707,5279.958333,16302,71.8,3,0,0,0,1,0,0,0,0,0,0
1,0.0932,364.2,11.58988651,5.48,787,4499.958333,22602,36.3,1,0,0,0,0,0,1,0,0,0,0
1,0.1158,99.05,10.81977828,3.89,732,1650.0,9,0.2,1,0,0,0,1,0,0,0,0,0,0
1,0.1253,184.07,10.34161344,15.21,687,1800.0,3795,32.7,0,0,0,0,0,0,1,0,0,0,0
1,0.1474,797.8,12.01370075,20.67,697,6719.958333,80602,91.7,0,0,0,1,0,1,0,0,0,0,0
1,0.1095,49.08,11.48242502,7.56,707,5130.0,9906,46.1,0,0,0,0,1,0,0,0,0,0,0
1,0.1126,492.95,11.8493977,13.52,747,4919.958333,29790,15.6,0,0,0,0,0,1,0,0,0,0,0
